,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
436,Psychotria pilifera Hutch.,Psychotria,pilifera Hutch.,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria pilifera,Psychotria pilifera,763024-1,763024-1,Species
437,Psychotria sarmentosoides Valeton,Psychotria,sarmentosoides Valeton,Yes,Yes,163,,,,,,,Rubiaceae,Psychotria sarmentosoides,Psychotria sarmentosoides,763316-1,763316-1,Species
438,Psychotria stachyoides Benth.,Psychotria,stachyoides Benth.,Yes,Yes,72,,,,,,,Rubiaceae,Psychotria stachyoides,Psychotria stachyoides,213454-2,213454-2,Species
439,Psychotria suterella Müll. Arg.,Psychotria,suterella Müll. Arg.,Yes,Yes,102,,,,,,,Rubiaceae,Psychotria suterella,Psychotria suterella,213495-2,213495-2,Species
440,Psychotria viridis Ruiz & Pav.,Psychotria,viridis Ruiz & Pav.,Yes,Yes,72,Yes,209,,,,,Rubiaceae,Psychotria viridis,Psychotria viridis,763751-1,763751-1,Species
441,Psydrax acutiflorus (Hiern) Bridson,Psydrax,acutiflorus (Hiern) Bridson,Yes,Yes,22,Yes,25,,,Active,22,Rubiaceae,Psydrax acutiflorus,Psydrax acutiflorus,915400-1,915400-1,Species
442,Psydrax arnoldianus (De Wild. & T. Durand) Bridson,Psydrax,arnoldianus (De Wild. & T. Durand) Bridson,Yes,Yes,26,,,,,,,Rubiaceae,Psydrax arnoldianus,Psydrax arnoldianus,915401-1,915401-1,Species
443,Psydrax dicoccos Gaertn.,Psydrax,dicoccos Gaertn.,Yes,Yes,27,,,,,,,Rubiaceae,Psydrax dicoccos,Psydrax dicoccos,763837-1,763837-1,Species
444,Psydrax palma (K. Schum.) Bridson,Psydrax,palma (K. Schum.) Bridson,,,,,,,,Inactive,30,Rubiaceae,Psydrax palma,Psydrax palma,915417-1,915417-1,Species
445,Psydrax subcordatus (DC.) Bridson,Psydrax,subcordatus (DC.) Bridson,,,,Yes,24,Yes,24,,,Rubiaceae,Psydrax subcordatus,Psydrax subcordatus,915422-1,915422-1,Species
446,Pyrostria major (A. Rich. ex DC.) Kainul. & Razafim.,Pyrostria,major (A. Rich. ex DC.) Kainul. & Razafim.,,,,,,,,Inactive,29,Rubiaceae,Pyrostria major,Pyrostria major,763914-1,763914-1,Species
447,Pyrostria phyllanthoidea (Baill.) Bridson,Pyrostria,phyllanthoidea (Baill.) Bridson,,,,Yes,121,,,,,Rubiaceae,Pyrostria phyllanthoidea,Pyrostria phyllanthoidea,944182-1,944182-1,Species
448,Randia aculeata L.,Randia,aculeata L.,Yes,Yes,68,,,,,,,Rubiaceae,Randia aculeata,Randia aculeata,763958-1,763958-1,Species
449,Randia aculeata var. aculeata,Randia,aculeata var. aculeata,Yes,Yes,68,,,,,,,Rubiaceae,Randia aculeata var. aculeata,Randia aculeata,763958-1,77170970-1,Variety
450,Randia altiscandens (Ducke) C. M. Taylor,Randia,altiscandens (Ducke) C. M. Taylor,Yes,Yes,68,,,,,,,Rubiaceae,Randia altiscandens,Randia altiscandens,975261-1,975261-1,Species
451,Randia armata (Sw.) DC.,Randia,armata (Sw.) DC.,Yes,Yes,68,Yes,209,,,Inactive,158,Rubiaceae,Randia armata,Randia armata,1115268-2,1115268-2,Species
452,Randia lasiantha (Standl.) Standl.,Randia,lasiantha (Standl.) Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Randia lasiantha,Randia lasiantha,217030-2,217030-2,Species
453,Randia mira Dwyer,Randia,mira Dwyer,Yes,No,68,,,,,,,Rubiaceae,Randia mira,Randia mira,217041-2,217041-2,Species
454,Raritebe palicoureoides subsp. dwyerianum J. H. Kirkbr.,Raritebe,palicoureoides subsp. dwyerianum J. H. Kirkbr.,Yes,Yes,68,,,,,,,Rubiaceae,Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,217854-2,Subspecies
455,Remijia amphithrix Standl.,Remijia,amphithrix Standl.,,,,Yes,209,,,,,Rubiaceae,Remijia amphithrix,Remijia amphithrix,218543-2,218543-2,Species
456,Remijia ferruginea (A. St.-Hil.) DC.,Remijia,ferruginea (A. St.-Hil.) DC.,Yes,Yes,166,Yes,14,Yes,14,Inactive,166,Rubiaceae,Remijia ferruginea,Remijia ferruginea,764561-1,764561-1,Species
457,Remijia firmula (Mart. ex Klotzsch) Wedd.,Remijia,firmula (Mart. ex Klotzsch) Wedd.,,,,Yes,209,,,,,Rubiaceae,Remijia firmula,Remijia firmula,764562-1,764562-1,Species
458,Remijia macrocnemia (Mart.) Wedd.,Remijia,macrocnemia (Mart.) Wedd.,,,,Yes,209,,,,,Rubiaceae,Remijia macrocnemia,Remijia macrocnemia,764576-1,764576-1,Species
459,Remijia macrophylla (H.Karst.) Benth. & Hook.f. ex Flueck.,Remijia,macrophylla (H.Karst.) Benth. & Hook.f. ex Flueck.,,,,Yes,209,,,,,Rubiaceae,Remijia macrophylla,Remijia macrophylla,764577-1,764577-1,Species
460,Remijia trianae Wernham,Remijia,trianae Wernham,,,,Yes,209,,,,,Rubiaceae,Remijia trianae,Remijia trianae,218576-2,218576-2,Species
461,Remijia ulei K. Krause,Remijia,ulei K. Krause,,,,Yes,209,,,,,Rubiaceae,Remijia ulei,Remijia ulei,218577-2,218577-2,Species
462,Remijia vellozoi (A. St.-Hil.) DC.,Remijia,vellozoi (A. St.-Hil.) DC.,,,,Yes,209,,,,,Rubiaceae,Remijia vellozoi,Remijia vellozoi,764600-1,764600-1,Species
463,Rennellia elliptica Korth.,Rennellia,elliptica Korth.,,,,,,,,Active,142,Rubiaceae,Rennellia elliptica,Rennellia elliptica,764603-1,764603-1,Species
464,Rhodopentas bussei (K. Krause) Kårehed & B. Bremer,Rhodopentas,bussei (K. Krause) Kårehed & B. Bremer,,,,Yes,"5, 205",,,Inactive,"5, 205",Rubiaceae,Rhodopentas bussei,Rhodopentas bussei,77086243-1,77086243-1,Species
465,Rhodopentas parvifolia (Hiern) Kårehed & B.Bremer,Rhodopentas,parvifolia (Hiern) Kårehed & B.Bremer,,,,Yes,208,,,,,Rubiaceae,Rhodopentas parvifolia,Rhodopentas parvifolia,77086244-1,77086244-1,Species
466,Richardia brasiliensis Gomes,Richardia,brasiliensis Gomes,,,,Yes,209,,,,,Rubiaceae,Richardia brasiliensis,Richardia brasiliensis,764657-1,764657-1,Species
467,Richardia grandiflora (Cham. & Schltdl.) Steud.,Richardia,grandiflora (Cham. & Schltdl.) Steud.,,,,,,,,,,Rubiaceae,Richardia grandiflora,Richardia grandiflora,764663-1,764663-1,Species
468,Rogiera amoena Planch.,Rogiera,amoena Planch.,Yes,Yes,68,,,,,,,Rubiaceae,Rogiera amoena,Rogiera amoena,764710-1,764710-1,Species
469,Ronabea latifolia Aubl.,Ronabea,latifolia Aubl.,,,,,,,,Inactive,158,Rubiaceae,Ronabea latifolia,Ronabea latifolia,764729-1,764729-1,Species
470,Rondeletia hameliifolia Dwyer & M. V. Hayden,Rondeletia,hameliifolia Dwyer & M. V. Hayden,Yes,No,68,,,,,,,Rubiaceae,Rondeletia hameliifolia,Rondeletia hameliifolia,221935-2,221935-2,Species
471,Rondeletia panamensis DC.,Rondeletia,panamensis DC.,Yes,No,68,,,,,,,Rubiaceae,Rondeletia panamensis,Rondeletia panamensis,764975-1,764975-1,Species
472,Rosenbergiodendron formosum (Jacq.) Fagerl.,Rosenbergiodendron,formosum (Jacq.) Fagerl.,Yes,Yes,68,,,,,,,Rubiaceae,Rosenbergiodendron formosum,Rosenbergiodendron formosum,222508-2,222508-2,Species
473,Rothmannia engleriana (K. Schum.) Keay,Rothmannia,engleriana (K. Schum.) Keay,,,,Yes,76,,,,,Rubiaceae,Rothmannia engleriana,Rothmannia engleriana,765120-1,765120-1,Species
474,Rothmannia hispida (K. Schum.) Fagerl.,Rothmannia,hispida (K. Schum.) Fagerl.,,,,Yes,144,,,,,Rubiaceae,Rothmannia hispida,Rothmannia hispida,765127-1,765127-1,Species
475,Rothmannia longiflora Salisb.,Rothmannia,longiflora Salisb.,Yes,Yes,244,,,,,Inactive,134,Rubiaceae,Rothmannia longiflora,Rothmannia longiflora,765136-1,765136-1,Species
476,Rothmannia talbotii (Wernham) Keay,Rothmannia,talbotii (Wernham) Keay,Yes,Yes,245,,,,,,,Rubiaceae,Rothmannia talbotii,Rothmannia talbotii,765160-1,765160-1,Species
477,Rothmannia urcelliformis (Hiern) Bullock ex Robyns,Rothmannia,urcelliformis (Hiern) Bullock ex Robyns,Yes,Yes,246,,,,,,,Rubiaceae,Rothmannia urcelliformis,Rothmannia urcelliformis,765161-1,765161-1,Species
478,Rubia argyi (H.Lév. & Vaniot) H.Hara,Rubia,argyi (H.Lév. & Vaniot) H.Hara,Yes,Yes,247,,,,,,,Rubiaceae,Rubia argyi,Rubia argyi,765187-1,765187-1,Species
479,Rubia cordifolia L.,Rubia,cordifolia L.,Yes,Yes,248,,,,,Active,193,Rubiaceae,Rubia cordifolia,Rubia cordifolia,765218-1,765218-1,Species
480,Rubia podantha Diels,Rubia,podantha Diels,Yes,Yes,249,,,,,,,Rubiaceae,Rubia podantha,Rubia podantha,765326-1,765326-1,Species
481,Rubia schumanniana E.Pritz.,Rubia,schumanniana E.Pritz.,Yes,Yes,250,,,,,,,Rubiaceae,Rubia schumanniana,Rubia schumanniana,765350-1,765350-1,Species
482,Rubia yunnanensis Diels,Rubia,yunnanensis Diels,Yes,Yes,251,,,,,,,Rubiaceae,Rubia yunnanensis,Rubia yunnanensis,765385-1,765385-1,Species
483,Rudgea cornifolia (Kunth) Standl.,Rudgea,cornifolia (Kunth) Standl.,Yes,Yes,40,Yes,159,,,,,Rubiaceae,Rudgea cornifolia,Rudgea cornifolia,223858-2,223858-2,Species
484,Rudgea coronata subsp. coronata,Rudgea,coronata subsp. coronata,Yes,Yes,163,,,,,,,Rubiaceae,Rudgea coronata subsp. coronata,Rudgea coronata,765440-1,77168913-1,Subspecies
485,Rudgea jasminoides (Cham.) Müll. Arg.,Rudgea,jasminoides (Cham.) Müll. Arg.,Yes,Yes,163,,,,,,,Rubiaceae,Rudgea jasminoides,Rudgea jasminoides,765493-1,765493-1,Species
486,Rudgea panamensis (Dwyer) C. M. Taylor,Rudgea,panamensis (Dwyer) C. M. Taylor,,,,,,,,Inactive,158,Rubiaceae,Rudgea panamensis,Rudgea panamensis,991396-1,991396-1,Species
487,Rudgea panurensis Müll.Arg.,Rudgea,panurensis Müll.Arg.,,,,Yes,209,,,,,Rubiaceae,Rudgea panurensis,Rudgea panurensis,765569-1,765569-1,Species
488,Rudgea recurva Müll. Arg.,Rudgea,recurva Müll. Arg.,Yes,Yes,163,,,,,,,Rubiaceae,Rudgea recurva,Rudgea recurva,223984-2,223984-2,Species
489,Rustia costaricensis (Standl.) Lorence,Rustia,costaricensis (Standl.) Lorence,Yes,Yes,68,,,,,,,Rubiaceae,Rustia costaricensis,Rustia costaricensis,975269-1,975269-1,Species
490,Rustia formosa (Cham. & Schltdl. ex DC.) Klotzsch,Rustia,formosa (Cham. & Schltdl. ex DC.) Klotzsch,,,,Yes,209,,,,,Rubiaceae,Rustia formosa,Rustia formosa,1150695-2,1150695-2,Species
491,Rustia occidentalis (Benth.) Hemsl.,Rustia,occidentalis (Benth.) Hemsl.,Yes,Yes,68,,,,,,,Rubiaceae,Rustia occidentalis,Rustia occidentalis,1089673-2,1089673-2,Species
492,Rutidea parviflora DC,Rutidea,parviflora DC,Yes,Yes,252,,,,,,,Rubiaceae,Rutidea parviflora,Rutidea parviflora,765687-1,765687-1,Species
493,Rytigynia nigerica (S. Moore) Robyns,Rytigynia,nigerica (S. Moore) Robyns,,,,Yes,145,,,,,Rubiaceae,Rytigynia nigerica,Rytigynia nigerica,765759-1,765759-1,Species
494,Rytigynia obscura Robyns,Rytigynia,obscura Robyns,,,,Yes,205,,,Inactive,205,Rubiaceae,Rytigynia obscura,Rytigynia obscura,765761-1,765761-1,Species
495,Sabicea amazonensis Wernham,Sabicea,amazonensis Wernham,,,,Yes,"88, 209",,,,,Rubiaceae,Sabicea amazonensis,Sabicea amazonensis,224936-2,224936-2,Species
496,Sabicea panamensis Wernham,Sabicea,panamensis Wernham,Yes,Yes,68,,,,,,,Rubiaceae,Sabicea panamensis,Sabicea panamensis,224977-2,224977-2,Species
497,Sabicea villosa Willd. ex Schult.,Sabicea,villosa Willd. ex Schult.,Yes,Yes,68,Yes,"104, 209",,,Active,104,Rubiaceae,Sabicea villosa,Sabicea villosa,765972-1,765972-1,Species
498,Saprosma hainanensis Merr.,Saprosma,hainanensis Merr.,Yes,Yes,102,,,,,,,Rubiaceae,Saprosma hainanensis,Saprosma hainanensis,766031-1,766031-1,Species
499,Saprosma ternata (Wall.) Hook. f.,Saprosma,ternata (Wall.) Hook. f.,Yes,Yes,102,,,,,,,Rubiaceae,Saprosma ternata,Saprosma ternata,766055-1,766055-1,Species
500,Schismatoclada concinna Bak.,Schismatoclada,concinna Bak.,,,,Yes,65,,,,,Rubiaceae,Schismatoclada concinna,Schismatoclada concinna,766148-1,766148-1,Species
501,Schismatoclada farahimpensis Bak.,Schismatoclada,farahimpensis Bak.,,,,Yes,65,,,,,Rubiaceae,Schismatoclada farahimpensis,Schismatoclada farahimpensis,766134-1,766134-1,Species
502,Schismatoclada viburnoides Bak.,Schismatoclada,viburnoides Bak.,,,,Yes,65,,,,,Rubiaceae,Schismatoclada viburnoides,Schismatoclada viburnoides,766150-1,766150-1,Species
503,Schizocalyx cuspidatus (A. St.-Hil.) Kainul. & B. Bremer,Schizocalyx,cuspidatus (A. St.-Hil.) Kainul. & B. Bremer,Yes,Yes,15,Yes,"14, 209",Yes,14,,,Rubiaceae,Schizocalyx cuspidatus,Schizocalyx cuspidatus,77111993-1,77111993-1,Species
504,Schizocalyx veraguensis (Dwyer) Kainul. & B. Bremer,Schizocalyx,veraguensis (Dwyer) Kainul. & B. Bremer,Yes,Yes,68,,,,,Inactive,158,Rubiaceae,Schizocalyx veraguensis,Schizocalyx veraguensis,77111998-1,77111998-1,Species
505,Schradera rotundata Standl. ex Steyerm.,Schradera,rotundata Standl. ex Steyerm.,Yes,Yes,68,,,,,,,Rubiaceae,Schradera rotundata,Schradera rotundata,229969-2,229969-2,Species
506,Schumanniophyton magnificum (K.Schum.) Harms,Schumanniophyton,magnificum (K.Schum.) Harms,Yes,Yes,253,Yes,203,,,,,Rubiaceae,Schumanniophyton magnificum,Schumanniophyton magnificum,766234-1,766234-1,Species
507,Schumanniophyton problematicum (A. Chev.) Aubrév.,Schumanniophyton,problematicum (A. Chev.) Aubrév.,Yes,Yes,102,,,,,,,Rubiaceae,Schumanniophyton problematicum,Schumanniophyton problematicum,766235-1,766235-1,Species
508,Scleromitrion diffusum (Willd.) R.J.Wang,Scleromitrion,diffusum (Willd.) R.J.Wang,Yes,Yes,254,,,,,,,Rubiaceae,Scleromitrion diffusum,Scleromitrion diffusum,77144472-1,77144472-1,Species
509,Serissa japonica (Thunb.) Thunb.,Serissa,japonica (Thunb.) Thunb.,,,,,,,,,,Rubiaceae,Serissa japonica,Serissa japonica,766327-1,766327-1,Species
510,"Simira alba (Mart.) Delprete, Margalho & Groppo",Simira,"alba (Mart.) Delprete, Margalho & Groppo",Yes,Yes,102,,,,,,,Rubiaceae,Simira alba,Simira alba,77209436-1,77209436-1,Species
511,Simira grazielae Peixoto,Simira,grazielae Peixoto,Yes,Yes,255,,,,,,,Rubiaceae,Simira grazielae,Simira grazielae,236574-2,236574-2,Species
512,Simira maxonii (Standl.) Steyerm.,Simira,maxonii (Standl.) Steyerm.,Yes,Yes,"68, 256",,,,,,,Rubiaceae,Simira maxonii,Simira maxonii,236581-2,236581-2,Species
513,Simira panamensis (Dwyer) C. M. Taylor,Simira,panamensis (Dwyer) C. M. Taylor,Yes,Yes,68,,,,,,,Rubiaceae,Simira panamensis,Simira panamensis,77116177-1,77116177-1,Species
514,Simira rubescens (Benth.) Bremek. ex Steyerm.,Simira,rubescens (Benth.) Bremek. ex Steyerm.,,,,Yes,209,,,,,Rubiaceae,Simira rubescens,Simira rubescens,236591-2,236591-2,Species
515,Simira rubra (Mart.) Steyerm.,Simira,rubra (Mart.) Steyerm.,Yes,Yes,KN,,,,,,,Rubiaceae,Simira rubra,Simira rubra,236592-2,236592-2,Species
516,Simira williamsii (Standl.) Steyerm.,Simira,williamsii (Standl.) Steyerm.,Yes,Yes,102,,,,,,,Rubiaceae,Simira williamsii,Simira williamsii,236598-2,236598-2,Species
517,Sinoadina racemosa (Siebold & Zucc.) Ridsdale,Sinoadina,racemosa (Siebold & Zucc.) Ridsdale,Yes,Yes,"KN, 39",,,,,,,Rubiaceae,Sinoadina racemosa,Sinoadina racemosa,766466-1,766466-1,Species
518,Solenandra mexicana (A. Gray) Borhidi,Solenandra,mexicana (A. Gray) Borhidi,Yes,Yes,68,Yes,"73, 209",,,Inactive,73,Rubiaceae,Solenandra mexicana,Solenandra mexicana,20010093-1,20010093-1,Species
519,Solenandra sanctae-luciae (Kentish) Paudyal & Delprete,Solenandra,sanctae-luciae (Kentish) Paudyal & Delprete,,,,Yes,74,,,,,Rubiaceae,Solenandra sanctae-luciae,Solenandra sanctae-luciae,77187956-1,77187956-1,Species
520,Sommera donnell-smithii Standl.,Sommera,donnell-smithii Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Sommera donnell-smithii,Sommera donnell-smithii,240642-2,240642-2,Species
521,Spermacoce alata (Aubl.) DC.,Spermacoce,alata (Aubl.) DC.,,,,Yes,168,,,,,Rubiaceae,Spermacoce alata,Spermacoce alata,766585-1,766585-1,Species
522,Spermacoce capitata Ruiz & Pav,Spermacoce,capitata Ruiz & Pav,Yes,Yes,168,,,,,,,Rubiaceae,Spermacoce capitata,Spermacoce capitata,317930-2,317930-2,Species
523,Spermacoce exilis (L.O. Wiliams) C. D. Adamns ex W. C. Burger & C.M. Taylor,Spermacoce,exilis (L.O. Wiliams) C. D. Adamns ex W. C. Burger & C.M. Taylor,Yes,Yes,169,,,,,,,Rubiaceae,Spermacoce exilis,Spermacoce exilis,975271-1,975271-1,Species
524,Spermacoce hispida L.,Spermacoce,hispida L.,Yes,Yes,169,,,Yes,168,,,Rubiaceae,Spermacoce hispida,Spermacoce hispida,766765-1,766765-1,Species
525,Spermacoce latifolia Aubl.,Spermacoce,latifolia Aubl.,,,,,,,,,,Rubiaceae,Spermacoce latifolia,Spermacoce latifolia,766800-1,766800-1,Species
526,Spermacoce ocymoides Burm. F.,Spermacoce,ocymoides Burm. F.,Yes,Yes,169,Yes,209,,,,,Rubiaceae,Spermacoce ocymoides,Spermacoce ocymoides,766863-1,766863-1,Species
527,Spermacoce princeae (K. Schum.) Verdc.,Spermacoce,princeae (K. Schum.) Verdc.,,,,Yes,76,,,Inactive,167,Rubiaceae,Spermacoce princeae,Spermacoce princeae,766896-1,766896-1,Species
528,Spermacoce remota Lam.,Spermacoce,remota Lam.,Yes,Yes,96,,,,,,,Rubiaceae,Spermacoce remota,Spermacoce remota,319724-2,319724-2,Species
529,Spermacoce tenuior L.,Spermacoce,tenuior L.,,,,,,,,,,Rubiaceae,Spermacoce tenuior,Spermacoce tenuior,241474-2,241474-2,Species
530,Spermacoce verticillata L.,Spermacoce,verticillata L.,Yes,Yes,"102, 168",,,,,,,Rubiaceae,Spermacoce verticillata,Spermacoce verticillata,767031-1,767031-1,Species
531,Spermadictyon suaveolens Roxb.,Spermadictyon,suaveolens Roxb.,Yes,Yes,257,,,,,,,Rubiaceae,Spermadictyon suaveolens,Spermadictyon suaveolens,767047-1,767047-1,Species
532,Stenostomum acreanum (K.Krause) Achille & Delprete,Stenostomum,acreanum (K.Krause) Achille & Delprete,,,,Yes,209,,,,,Rubiaceae,Stenostomum acreanum,Stenostomum acreanum,77107342-1,77107342-1,Species
533,Stenostomum acutatum DC.,Stenostomum,acutatum DC.,,,,,,,,,,Rubiaceae,Stenostomum acutatum,Stenostomum acutatum,767116-1,767116-1,Species
534,Stenostomum lucidum (Sw.) C. F. Gaertn.,Stenostomum,lucidum (Sw.) C. F. Gaertn.,Yes,Yes,9,,,,,,,Rubiaceae,Stenostomum lucidum,Stenostomum lucidum,767124-1,767124-1,Species
535,Stenostomum portoricense Britton & P. Wilson,Stenostomum,portoricense Britton & P. Wilson,Yes,Yes,11,,,,,,,Rubiaceae,Stenostomum portoricense,Stenostomum portoricense,245035-2,245035-2,Species
536,Stenostomum resinosum (Vahl) Griseb.,Stenostomum,resinosum (Vahl) Griseb.,Yes,Yes,102,,,,,,,Rubiaceae,Stenostomum resinosum,Stenostomum resinosum,767136-1,767136-1,Species
537,Strumpfia maritima Jacq.,Strumpfia,maritima Jacq.,,,,,,,,,,Rubiaceae,Strumpfia maritima,Strumpfia maritima,767228-1,767228-1,Species
538,Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,Tamilnadia,uliginosa (Retz.) Tirveng. & Sastre,Yes,Yes,35,,,,,,,Rubiaceae,Tamilnadia uliginosa,Tamilnadia uliginosa,767328-1,767328-1,Species
539,Tarenna asiatica (L.) Kuntze ex K. Schum.,Tarenna,asiatica (L.) Kuntze ex K. Schum.,Yes,Yes,171,,,,,,,Rubiaceae,Tarenna asiatica,Tarenna asiatica,60434903-2,60434903-2,Species
540,Tarenna bipindensis (K.Schum.) Bremek.,Tarenna,bipindensis (K.Schum.) Bremek.,Yes,Yes,258,,,,,,,Rubiaceae,Tarenna bipindensis,Tarenna bipindensis,767416-1,767416-1,Species
541,Tarenna gracilipes (Hayata) Ohwi,Tarenna,gracilipes (Hayata) Ohwi,,,,,,,,,,Rubiaceae,Tarenna gracilipes,Tarenna gracilipes,767477-1,767477-1,Species
542,Tarenna obtusifolia Merr.,Tarenna,obtusifolia Merr.,,,,,,,,,,Rubiaceae,Tarenna obtusifolia,Tarenna obtusifolia,767550-1,767550-1,Species
543,Tarenna pavettoides (Harv.) Sim,Tarenna,pavettoides (Harv.) Sim,,,,,,,,Inactive,66,Rubiaceae,Tarenna pavettoides,Tarenna pavettoides,767565-1,767565-1,Species
544,Tarenna vanprukii Craib,Tarenna,vanprukii Craib,Yes,Yes,170,,,,,,,Rubiaceae,Tarenna vanprukii,Tarenna vanprukii,767625-1,767625-1,Species
545,Timonius gammillii Elmer,Timonius,gammillii Elmer,,,,,,,,Inactive,172,Rubiaceae,Timonius gammillii,Timonius gammillii,767756-1,767756-1,Species
546,Timonius kaniensis Valeton,Timonius,kaniensis Valeton,Yes,Yes,173,,,,,,,Rubiaceae,Timonius kaniensis,Timonius kaniensis,767775-1,767775-1,Species
547,Tinadendron noumeanum (Baill.) Achille,Tinadendron,noumeanum (Baill.) Achille,Yes,Yes,91,,,,,,,Rubiaceae,Tinadendron noumeanum,Tinadendron noumeanum,77075409-1,77075409-1,Species
548,Tocoyena pittieri (Standl.) Standl.,Tocoyena,pittieri (Standl.) Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Tocoyena pittieri,Tocoyena pittieri,254985-2,254985-2,Species
549,Uncaria acida (W.Hunter) Roxb.,Uncaria,acida (W.Hunter) Roxb.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria acida,Uncaria acida,768203-1,768203-1,Species
550,Uncaria africana G.Don,Uncaria,africana G.Don,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria africana,Uncaria africana,768207-1,768207-1,Species
551,Uncaria attenuata Korth.,Uncaria,attenuata Korth.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria attenuata,Uncaria attenuata,768211-1,768211-1,Species
552,Uncaria borneensis Havil.,Uncaria,borneensis Havil.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria borneensis,Uncaria borneensis,768216-1,768216-1,Species
553,Uncaria callophylla Blume ex Korth,Uncaria,callophylla Blume ex Korth,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria callophylla,Uncaria callophylla,768220-1,768220-1,Species
554,Uncaria cordata (Lour.) Merr.,Uncaria,cordata (Lour.) Merr.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria cordata,Uncaria cordata,768226-1,768226-1,Species
555,Uncaria elliptica R. Br. ex G. Don,Uncaria,elliptica R. Br. ex G. Don,Yes,Yes,27,,,,,,,Rubiaceae,Uncaria elliptica,Uncaria elliptica,768231-1,768231-1,Species
556,Uncaria gambir (W.Hunter) Roxb.,Uncaria,gambir (W.Hunter) Roxb.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria gambir,Uncaria gambir,60458896-2,60458896-2,Species
557,Uncaria guianensis (Aubl.) J. F. Gmel.,Uncaria,guianensis (Aubl.) J. F. Gmel.,Yes,Yes,102,Yes,"18, 209",,,,,Rubiaceae,Uncaria guianensis,Uncaria guianensis,768250-1,768250-1,Species
558,Uncaria hirsuta Havil.,Uncaria,hirsuta Havil.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria hirsuta,Uncaria hirsuta,768253-1,768253-1,Species
559,Uncaria homomalla Miq.,Uncaria,homomalla Miq.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria homomalla,Uncaria homomalla,768254-1,768254-1,Species
560,Uncaria laevigata Wall. ex G.Don,Uncaria,laevigata Wall. ex G.Don,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria laevigata,Uncaria laevigata,768268-1,768268-1,Species
561,Uncaria lancifolia Hutch.,Uncaria,lancifolia Hutch.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria lancifolia,Uncaria lancifolia,768269-1,768269-1,Species
562,Uncaria lanosa Wall.,Uncaria,lanosa Wall.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria lanosa,Uncaria lanosa,768270-1,768270-1,Species
563,Uncaria lanosa var. glabrata (Blume) Ridsdale,Uncaria,lanosa var. glabrata (Blume) Ridsdale,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria lanosa var. glabrata,Uncaria lanosa,768270-1,890709-1,Variety
564,Uncaria longiflora (Poir.) Merr.,Uncaria,longiflora (Poir.) Merr.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria longiflora,Uncaria longiflora,768273-1,768273-1,Species
565,Uncaria longiflora var. longiflora,Uncaria,longiflora var. longiflora,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria longiflora var. longiflora,Uncaria longiflora,768273-1,77171967-1,Variety
566,Uncaria macrophylla Wall.,Uncaria,macrophylla Wall.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria macrophylla,Uncaria macrophylla,768275-1,768275-1,Species
567,Uncaria orientalis Guillaumin,Uncaria,orientalis Guillaumin,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria orientalis,Uncaria orientalis,768281-1,768281-1,Species
568,Uncaria rhynchophylla (Miq.) Miq.,Uncaria,rhynchophylla (Miq.) Miq.,Yes,Yes,102,,,,,,,Rubiaceae,Uncaria rhynchophylla,Uncaria rhynchophylla,768297-1,768297-1,Species
569,Uncaria scandens (Sm.) Wall.,Uncaria,scandens (Sm.) Wall.,Yes,Yes,KN,,,,,,,Rubiaceae,Uncaria scandens,Uncaria scandens,768303-1,768303-1,Species
